Crosswalk,CurbRamp,NoCurbRamp,NoSidewalk,Obstacle,Other,Signal,SurfaceProblem,lat,lon
0,1,0,0,0,0,0,0,41.474712,-87.68818
0,1,0,0,0,0,0,0,41.47476,-87.68819
0,0,0,0,0,0,0,3,41.47476,-87.6817
0,0,0,0,0,0,0,5,41.474796,-87.69435
1,0,0,0,0,0,0,0,41.474808,-87.68833
0,0,0,0,0,0,0,2,41.474823,-87.6942
0,0,0,0,0,0,0,2,41.474834,-87.6822
0,0,0,0,0,0,0,3,41.474842,-87.68195
0,1,0,0,0,0,0,0,41.474846,-87.68834
0,2,0,0,0,0,0,0,41.47485,-87.682304
0,0,0,0,0,0,0,3,41.47485,-87.682045
0,0,0,0,0,0,0,3,41.47487,-87.694305
3,3,0,0,0,0,0,0,41.474888,-87.68232
0,0,0,0,2,0,0,0,41.474937,-87.69467
0,0,0,0,0,0,0,4,41.474976,-87.69454
0,0,0,0,0,0,0,2,41.475006,-87.69479
0,0,0,0,0,0,0,3,41.475094,-87.69483
0,0,0,0,0,0,0,2,41.47512,-87.68555
0,2,0,0,0,0,0,0,41.475136,-87.67957
0,0,0,0,2,0,0,0,41.475147,-87.69513
0,0,0,0,2,0,0,0,41.475166,-87.69492
0,2,0,0,0,0,0,0,41.475185,-87.6797
0,0,0,0,2,0,0,0,41.475204,-87.695244
0,0,0,0,0,0,0,2,41.47521,-87.69712
0,1,0,0,0,0,0,0,41.47521,-87.67436
0,0,0,0,2,0,0,4,41.47522,-87.69513
0,0,0,0,0,0,0,2,41.47525,-87.69526
0,0,0,0,0,0,0,2,41.475266,-87.697235
0,1,0,0,0,0,0,0,41.475323,-87.674355
0,0,0,0,2,0,0,0,41.475338,-87.695526
0,2,0,0,0,0,0,0,41.47541,-87.6823
0,0,0,0,0,0,0,2,41.47542,-87.68213
2,0,0,0,0,0,0,0,41.475456,-87.68225
0,0,0,0,2,0,0,0,41.475468,-87.69559
0,0,0,0,3,0,0,0,41.475468,-87.68299
0,0,0,0,0,0,0,2,41.47547,-87.68295
0,0,0,0,0,0,0,3,41.475487,-87.69563
0,3,0,0,0,0,0,0,41.4755,-87.68222
0,0,0,0,2,0,0,0,41.47552,-87.69593
0,1,0,0,0,0,0,0,41.475536,-87.68323
0,1,0,0,0,0,0,0,41.475548,-87.68337
0,0,0,0,5,0,0,0,41.475586,-87.68323
0,0,0,0,4,0,0,0,41.47562,-87.68331
0,0,0,0,2,0,0,0,41.475643,-87.69596
0,0,0,0,0,0,0,3,41.475647,-87.69803
0,0,0,0,2,0,0,0,41.475666,-87.69625
0,0,0,0,5,0,0,0,41.475704,-87.68788
0,0,0,0,0,0,0,2,41.475716,-87.69628
0,0,0,0,0,0,0,2,41.475746,-87.68116
0,0,0,0,0,0,0,5,41.47575,-87.6978
0,2,0,0,0,0,0,0,41.475765,-87.681816
0,0,0,0,2,0,0,0,41.475777,-87.69636
0,1,0,0,0,0,0,0,41.475784,-87.681854
3,0,0,0,0,0,0,0,41.475807,-87.6819
0,0,0,0,0,0,0,1,41.47582,-87.68536
0,1,0,0,0,0,0,0,41.47582,-87.681984
0,2,0,0,0,0,0,0,41.475826,-87.68412
0,2,0,0,0,0,0,0,41.475838,-87.68198
2,0,0,0,0,0,0,0,41.475845,-87.681755
0,2,0,0,0,0,0,0,41.47585,-87.68428
